Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene % GC content	MGI symbol
ENSMUSG00000104257	1	25276404	25277954	-1	36.56	Gm20172
ENSMUSG00000047635	5	124328089	124341844	1	47.60	2810006K23Rik
ENSMUSG00000092455	11	22839299	22842604	1	45.25	Gm20456
ENSMUSG00000084282	6	52357544	52357824	-1	56.23	Gm15054
ENSMUSG00000101301	1	25614946	25615515	-1	47.37	Gm29214
ENSMUSG00000111421	9	37296126	37299361	-1	37.79	Gm47643
ENSMUSG00000111481	9	37329767	37334429	-1	44.59	Gm47652
ENSMUSG00000107895	6	52492451	52500086	1	42.81	1700094M24Rik
ENSMUSG00000051355	11	22896136	22982382	-1	42.76	Commd1
ENSMUSG00000111748	9	37312136	37324436	1	37.58	Gm34885
ENSMUSG00000108062	6	52509889	52514036	1	42.53	Gm44028
ENSMUSG00000100081	4	115878317	115878576	-1	56.15	Gm29434
ENSMUSG00000102659	1	25755343	25759033	-1	38.07	Gm37077
ENSMUSG00000109115	7	67679335	67681303	-1	48.10	Gm44669
ENSMUSG00000070797	7	18556514	18567305	-1	46.88	Psg27
ENSMUSG00000111738	9	37275260	37275848	1	41.09	Gm18329
ENSMUSG00000108871	7	67759317	67760173	1	63.36	Gm45102
ENSMUSG00000083884	1	107137844	107138569	-1	44.90	Gm15388
ENSMUSG00000094349	14	42988342	42993624	-1	44.08	Gm8082
ENSMUSG00000082291	X	142023346	142023603	-1	51.55	Gm5762
ENSMUSG00000102296	1	25284218	25285248	-1	34.63	Gm37543
ENSMUSG00000089876	11	69803603	69805624	-1	57.86	Tmem102
ENSMUSG00000030555	7	67647410	67762912	1	46.66	Ttc23
ENSMUSG00000104132	1	25797281	25800905	-1	36.52	Gm36952
ENSMUSG00000091286	14	43000499	43002836	-1	42.47	Gm3111
ENSMUSG00000021361	13	41016292	41022586	1	50.12	Tmem14c
ENSMUSG00000083026	X	142060855	142061214	1	46.39	Gm6373
ENSMUSG00000104736	5	97143026	97149848	1	40.30	Gm33609
ENSMUSG00000084773	11	45102866	45116928	-1	40.20	Gm12159
ENSMUSG00000104221	1	25620238	25623180	-1	33.23	Gm37051
ENSMUSG00000109737	11	69810965	69815298	-1	51.80	Gm39566
ENSMUSG00000102465	1	25735389	25738969	-1	40.35	Gm38198
ENSMUSG00000105850	5	97195586	97207964	1	41.80	Gm2861
ENSMUSG00000040616	4	142030992	142084304	-1	50.95	Tmem51
ENSMUSG00000087089	11	45160943	45213656	1	41.82	Gm12160
ENSMUSG00000040195	10	127666901	127701049	1	45.12	Nemp1
ENSMUSG00000082653	16	11494821	11496306	-1	53.90	Gm15897
ENSMUSG00000104027	1	25314276	25317708	-1	38.16	Gm37211
ENSMUSG00000103248	11	45189570	45189872	-1	52.81	Gm38087
ENSMUSG00000047123	17	56269319	56276786	-1	53.58	Ticam1
ENSMUSG00000085732	16	11688169	11691857	-1	48.01	Gm4279
ENSMUSG00000102108	Y	62315220	62315532	-1	40.89	Gm29037
ENSMUSG00000060878	19	11886565	11898079	1	39.71	Olfr1420
ENSMUSG00000098161	9	118404097	118406099	-1	45.33	Platr11
ENSMUSG00000103563	1	25722038	25724778	-1	34.91	8030445P17Rik
ENSMUSG00000104099	11	45274418	45296390	-1	41.35	Gm37312
ENSMUSG00000080981	11	45280594	45280954	-1	53.74	Gm12161
ENSMUSG00000073728	4	142083972	142088099	1	52.52	Tmem51os1
ENSMUSG00000093950	Y	62462504	62464845	-1	39.58	Gm20823
ENSMUSG00000108736	7	116543656	116545755	1	44.57	Gm45151
ENSMUSG00000056782	7	104914742	104921482	-1	37.58	Olfr667
ENSMUSG00000085476	11	45409042	45468504	-1	42.23	Gm12162
ENSMUSG00000030881	7	105634203	105640416	-1	51.42	Arfip2
ENSMUSG00000094445	7	52011683	52015728	-1	38.06	1700015G11Rik
ENSMUSG00000031767	8	114133557	114154739	1	43.61	Nudt7
ENSMUSG00000033569	1	25067476	25829707	-1	37.58	Adgrb3
ENSMUSG00000044084	11	69816566	69818465	-1	56.42	Spem2
ENSMUSG00000059149	1	132022806	132068062	-1	48.51	Mfsd4a
ENSMUSG00000098126	18	89943353	89944312	-1	47.92	Gm27037
ENSMUSG00000103161	1	3592892	3595903	-1	38.81	Gm38148
ENSMUSG00000051951	1	3205901	3671498	-1	38.51	Xkr4
ENSMUSG00000057770	7	104922291	104928057	-1	35.50	Olfr668
ENSMUSG00000085001	2	72224688	72232302	-1	46.75	Rapgef4os2
ENSMUSG00000108456	7	116546865	116549364	1	37.32	4732496C06Rik
ENSMUSG00000115395	15	36433319	36436691	-1	46.01	Gm49224
ENSMUSG00000042918	7	45639977	45646521	1	54.09	Mamstr
ENSMUSG00000044068	11	22972005	22976496	1	46.17	Zrsr1
ENSMUSG00000085574	4	142042912	142048578	-1	52.00	Gm13053
ENSMUSG00000049044	2	71981240	72257474	1	43.97	Rapgef4
ENSMUSG00000111380	9	57482976	57483569	1	52.02	D9Wsu149
ENSMUSG00000103147	1	3531795	3532720	1	49.89	Gm7341
ENSMUSG00000028755	4	138338424	138367992	-1	49.22	Cda
ENSMUSG00000073916	7	104934240	104940477	1	35.51	Olfr669
ENSMUSG00000051650	11	22759738	22860961	-1	45.47	B3gnt2
ENSMUSG00000041165	11	69820876	69822180	-1	55.40	Spem1
ENSMUSG00000102851	1	3252757	3253236	1	39.79	Gm18956
ENSMUSG00000081107	11	55463840	55464009	-1	42.35	Gm12235
ENSMUSG00000102331	1	3647309	3658904	-1	39.44	Gm19938
ENSMUSG00000107813	6	52599501	52603245	-1	34.13	Gm44434
ENSMUSG00000100952	Y	38067042	38070280	-1	40.17	Gm28545
ENSMUSG00000067161	5	97264828	97265719	1	51.68	Gm5560
ENSMUSG00000029776	6	52546228	52640389	-1	39.75	Hibadh
ENSMUSG00000074280	9	57483963	57484371	1	51.59	Gm6166
ENSMUSG00000111414	9	57483810	57485304	1	46.35	Gm18103
ENSMUSG00000081391	4	81455943	81461732	-1	47.69	Gm11765
ENSMUSG00000103025	1	3464977	3467285	-1	38.67	Gm37686
ENSMUSG00000070287	9	100552188	100571090	-1	41.58	Slc35g2
ENSMUSG00000060716	12	79029163	79081655	1	48.52	Plekhh1
ENSMUSG00000025464	7	140115799	140137224	1	46.56	Paox
ENSMUSG00000113230	12	86347977	86348097	1	56.20	Gm48101
ENSMUSG00000103201	1	3512451	3514507	-1	37.43	Gm37329
ENSMUSG00000032212	9	70542754	70592234	1	40.12	Sltm
ENSMUSG00000105179	5	121742417	121745720	1	43.61	Gm42866
ENSMUSG00000104872	5	121835195	121835828	1	55.21	1700008B11Rik
ENSMUSG00000105392	5	8669520	8673134	1	37.62	Gm42684
ENSMUSG00000016529	1	131019845	131024974	1	46.10	Il10
ENSMUSG00000104535	5	8731661	8735768	-1	44.38	Gm42686
ENSMUSG00000106110	5	121715109	121718206	1	45.97	Gm43571
ENSMUSG00000083385	4	81696441	81697159	1	40.75	Gm11411
ENSMUSG00000113013	12	11781535	11792951	1	37.23	Gm47833
ENSMUSG00000062309	9	57504026	57505448	1	59.10	Rpp25
ENSMUSG00000082576	11	22786811	22787247	-1	50.80	Gm12058
ENSMUSG00000089729	5	121717666	121727403	-1	42.76	Gm16552
ENSMUSG00000084170	11	4002457	4002805	1	45.85	Gm11954
ENSMUSG00000073896	7	107138327	107150581	1	40.05	Olfr716
ENSMUSG00000104017	1	3375556	3377788	-1	36.99	Gm37363
ENSMUSG00000028247	4	21879673	21912162	1	40.88	Coq3
ENSMUSG00000026560	1	166662055	166681845	-1	39.93	Fmo9
ENSMUSG00000103377	1	3365731	3368549	-1	40.79	Gm37180
ENSMUSG00000110203	7	12157091	12157346	1	42.97	Gm45365
ENSMUSG00000042594	5	121815488	121837646	-1	54.20	Sh2b3
ENSMUSG00000061602	7	12150257	12159959	1	34.91	Vmn1r78
ENSMUSG00000089699	1	3466587	3513553	1	39.27	Gm1992
ENSMUSG00000072791	12	118867824	118966421	-1	39.76	Abcb5
ENSMUSG00000111190	9	39287813	39299548	-1	36.98	Olfr947-ps1
ENSMUSG00000080729	1	107191475	107193557	-1	34.09	Gm8084
ENSMUSG00000092626	11	22858931	22861264	1	60.07	9130230N09Rik
ENSMUSG00000004961	7	4539765	4547541	-1	50.28	Syt5
ENSMUSG00000082025	X	3779668	3785511	1	46.05	Gm14359
ENSMUSG00000084081	11	22758599	22760025	-1	43.66	Gm12057
ENSMUSG00000073602	1	107153940	107278361	-1	39.01	Serpinb3b
ENSMUSG00000107647	6	52560552	52563234	1	41.37	Gm44445
ENSMUSG00000028618	4	107178399	107200996	1	41.85	Tmem59
ENSMUSG00000105304	3	104470660	104476730	-1	37.77	Gm43696
ENSMUSG00000040640	14	27622428	28478537	1	42.10	Erc2
ENSMUSG00000113330	12	11826607	11897726	1	38.77	Gm34237
ENSMUSG00000099730	Y	38102223	38105565	1	45.29	Gm28547
ENSMUSG00000020080	10	62383137	62422491	-1	49.17	Hkdc1
ENSMUSG00000113275	12	11881325	11882663	-1	56.24	Tubb2a-ps2
ENSMUSG00000113308	13	12679747	12679939	-1	41.45	Gm48445
ENSMUSG00000081931	X	164463216	164465882	1	43.83	Gm15211
ENSMUSG00000113996	13	12679940	12680359	1	49.52	Gm48455
ENSMUSG00000052915	11	98795516	98807859	1	48.22	Msl1
ENSMUSG00000078377	12	12023045	12023658	1	53.26	Gm4294
ENSMUSG00000109923	18	90585472	90585865	1	45.43	Gm20039
ENSMUSG00000067430	17	33016863	33033402	-1	42.41	Zfp763
ENSMUSG00000113148	13	12682289	12683041	1	42.76	Gm48456
ENSMUSG00000101873	Y	38143521	38144135	1	45.37	Gm28546
ENSMUSG00000110277	18	90579777	90592522	1	39.18	Gm45871
ENSMUSG00000114102	12	108737141	108737626	-1	43.83	Gm48048
ENSMUSG00000113914	13	12683610	12684013	-1	47.03	Gm48458
ENSMUSG00000028555	4	109406623	109444745	1	49.51	Ttc39a
ENSMUSG00000112971	12	108762032	108762970	-1	48.67	Gm33682
ENSMUSG00000047067	1	92906981	92908435	1	58.69	Dusp28
ENSMUSG00000078141	13	12702362	12702586	1	62.67	Gm2399
ENSMUSG00000100203	Y	38173015	38173710	1	45.55	Gm21924
ENSMUSG00000113448	13	12734379	12734762	1	50.52	Gm7042
ENSMUSG00000105189	5	126025941	126026473	-1	59.47	Gm7774
ENSMUSG00000097251	1	92908378	92910764	-1	50.69	5033417F24Rik
ENSMUSG00000105127	9	110655679	110656455	1	50.71	Gm42470
ENSMUSG00000059554	10	18213676	18234998	-1	43.37	Ccdc28a
ENSMUSG00000079409	14	3188255	3196681	1	42.28	Gm5795
ENSMUSG00000030990	7	102210208	102238567	1	45.61	Pgap2
ENSMUSG00000031384	X	164506327	164539752	1	41.94	Asb9
ENSMUSG00000081114	1	107253553	107254290	-1	43.90	Gm15390
ENSMUSG00000029916	6	40325172	40396762	1	40.07	Agk
ENSMUSG00000097719	19	51792226	51792602	1	49.07	Rpl31-ps18
ENSMUSG00000038760	15	44196135	44235912	1	37.52	Trhr
ENSMUSG00000090202	3	146645193	146651317	-1	46.64	4930503B20Rik
ENSMUSG00000096966	X	73396439	73398736	-1	57.57	Gm18336
ENSMUSG00000025465	7	140105710	140116476	-1	47.84	Echs1
ENSMUSG00000073601	1	107271201	107278371	-1	36.41	Serpinb3c
ENSMUSG00000110284	7	104942970	104943250	1	44.48	Gm45273
ENSMUSG00000091849	14	3186101	3262317	-1	42.49	Gm17188
ENSMUSG00000069135	17	8165501	8196804	1	42.70	Fgfr1op
ENSMUSG00000005413	8	75093621	75100589	1	48.64	Hmox1
ENSMUSG00000002147	10	127642986	127660957	1	50.23	Stat6
ENSMUSG00000059447	5	30155248	30184593	1	41.04	Hadhb
ENSMUSG00000097110	X	73402211	73411436	-1	41.17	Gm26726
ENSMUSG00000022420	15	79761453	79777849	-1	51.91	Dnal4
ENSMUSG00000039480	10	34288288	34418552	-1	41.05	Nt5dc1
ENSMUSG00000031374	X	73411096	73428385	1	45.47	Zfp92
ENSMUSG00000085810	3	146641932	146651715	1	45.31	Gm16325
ENSMUSG00000020034	10	84576626	84614359	1	44.99	Tcp11l2
ENSMUSG00000095512	14	3210975	3211821	-1	45.10	Gm17222
ENSMUSG00000096217	14	3254679	3255873	-1	47.70	Gm4904
ENSMUSG00000114045	12	108790035	108792743	-1	44.52	Gm34220
ENSMUSG00000089906	1	36601802	36602146	1	45.51	Gm6428
ENSMUSG00000020864	11	94328001	94341841	1	44.66	Ankrd40
ENSMUSG00000099460	Y	38247748	38248443	1	45.26	Gm21735
ENSMUSG00000096039	14	3208488	3234351	1	42.84	D830030K20Rik
ENSMUSG00000048652	3	146645195	146685592	-1	44.22	Samd13
ENSMUSG00000099807	Y	38340085	38343323	-1	40.20	Gm28771
ENSMUSG00000046337	1	36562692	36683183	-1	49.01	Fam178b
ENSMUSG00000036686	8	84132828	84147936	-1	53.53	Cc2d1a
ENSMUSG00000024134	17	85684277	85688274	-1	57.38	Six2
ENSMUSG00000079519	X	78240462	78245921	-1	32.77	Gm14743
ENSMUSG00000112955	13	9412517	9415160	1	38.92	Gm48889
ENSMUSG00000080834	X	164863607	164863883	1	49.82	Gm15216
ENSMUSG00000113984	13	9328630	9330247	1	39.18	Gm48890
ENSMUSG00000027871	3	98852194	98859794	-1	43.72	Hsd3b1
ENSMUSG00000101435	Y	38376499	38379839	1	45.47	Gm28772
ENSMUSG00000113065	13	9344402	9348425	1	41.00	Gm48870
ENSMUSG00000112948	13	9445900	9448419	1	39.60	Gm48871
ENSMUSG00000100883	Y	38414638	38415333	1	43.82	Gm28773
ENSMUSG00000014767	17	15499888	15528379	1	41.50	Tbp
ENSMUSG00000087540	4	81743146	81746701	1	46.15	Gm11412
ENSMUSG00000111661	9	20555329	20555809	1	49.48	Gm46142
ENSMUSG00000113355	13	9635329	9637089	-1	39.75	Gm48888
ENSMUSG00000104717	5	97325904	97348439	1	38.93	Gm33969
ENSMUSG00000103141	X	73407676	73408931	1	39.33	Gm37741
ENSMUSG00000031394	X	74127464	74150760	1	41.29	Opn1mw
ENSMUSG00000113922	13	9321427	9322979	1	39.47	Gm48887
ENSMUSG00000096735	7	12171279	12181533	1	36.25	Vmn1r79
ENSMUSG00000057349	9	39315712	39326045	-1	32.36	Olfr948
ENSMUSG00000111060	9	44650921	44652152	1	52.27	Gm47238
ENSMUSG00000096524	X	3786827	3787090	-1	41.29	Gm14355
ENSMUSG00000113869	13	9352028	9352689	1	40.33	Gm48869
ENSMUSG00000046000	5	97382198	97392379	-1	41.99	Naa11
ENSMUSG00000112489	12	79088705	79103939	-1	44.79	9230116L04Rik
ENSMUSG00000111036	10	45680957	45681525	1	54.48	Gm47502
ENSMUSG00000075576	11	98797707	98810087	-1	45.99	Gm12359
ENSMUSG00000111843	9	118429836	118437048	1	43.38	4933432G23Rik
ENSMUSG00000083448	X	78357794	78358124	-1	57.70	Gm8749
ENSMUSG00000113905	13	9557861	9561989	1	36.86	Gm48872
ENSMUSG00000111466	10	45581219	45581571	1	49.01	Gm47504
ENSMUSG00000021120	12	79080664	79089651	-1	44.08	Pigh
ENSMUSG00000087608	4	81930478	81932374	-1	37.43	Gm12914
ENSMUSG00000111622	9	39326728	39327887	1	39.14	Gm21041
ENSMUSG00000111491	10	45656955	45661912	1	37.86	Gm47503
ENSMUSG00000109526	7	52022237	52029158	-1	42.37	Gm9357
ENSMUSG00000040653	10	3366057	3464975	1	43.04	Ppp1r14c
ENSMUSG00000110780	9	39364561	39365509	1	41.83	Olfr949-ps1
ENSMUSG00000100345	17	85796218	85824044	-1	46.02	Gm29418
ENSMUSG00000059142	17	22846697	22867134	-1	36.75	Zfp945
ENSMUSG00000111430	9	39383330	39384320	1	36.63	Olfr950-ps1
ENSMUSG00000078676	11	98804905	98833814	1	44.70	Casc3
ENSMUSG00000115270	14	54446318	54447861	1	43.52	5430430K15Rik
ENSMUSG00000074281	3	108379277	108383741	-1	46.72	Gm12522
ENSMUSG00000035651	X	78369643	78371128	1	37.62	4930480E11Rik
ENSMUSG00000109928	8	81294636	81295063	-1	51.64	Gm45539
ENSMUSG00000097949	8	81308177	81309149	-1	46.97	Gm5354
ENSMUSG00000109026	7	52219960	52220443	1	41.53	Gm44683
ENSMUSG00000066463	9	78311972	78314796	-1	47.19	Omt2a
ENSMUSG00000068745	3	108364911	108380057	1	48.70	Mybphl
ENSMUSG00000094269	9	39387410	39395633	1	32.19	Olfr951
ENSMUSG00000109099	7	52411453	52411936	1	44.83	Gm20074
ENSMUSG00000111326	9	44663928	44664716	-1	42.08	Gm3953
ENSMUSG00000108287	7	3046372	3046523	1	43.42	Gm44473
ENSMUSG00000106141	3	135902295	135902841	-1	40.04	Gm18330
ENSMUSG00000025402	10	127660918	127668568	-1	58.23	Nab2
ENSMUSG00000097516	5	97392417	97642179	1	39.25	4930467D21Rik
ENSMUSG00000018412	11	104333229	104468861	-1	39.04	Kansl1
ENSMUSG00000087110	4	82033312	82065890	-1	40.83	Gm11264
ENSMUSG00000000751	11	75298166	75348324	-1	44.89	Rpa1
ENSMUSG00000022820	16	37647170	37654453	-1	44.33	Ndufb4
ENSMUSG00000080300	X	3835901	3837534	-1	51.53	Spin2-ps1
ENSMUSG00000085022	4	82065431	82102808	1	40.02	Gm5860
ENSMUSG00000050553	5	97455142	97457021	-1	45.16	Gk2
ENSMUSG00000084964	7	128408968	128412341	-1	45.85	Gm15503
ENSMUSG00000091292	7	3086001	3087834	1	45.69	Gm3104
ENSMUSG00000030844	7	128373621	128418758	-1	48.17	Rgs10
ENSMUSG00000067424	17	33089310	33106203	1	41.34	Zfp563
ENSMUSG00000107972	7	3097437	3098987	1	50.68	Gm18198
ENSMUSG00000094685	7	104949915	104950289	-1	46.67	Gm5900
ENSMUSG00000052363	16	32496265	32561966	1	47.79	Zdhhc19
ENSMUSG00000060657	16	14109173	14163351	-1	43.38	Marf1
ENSMUSG00000110234	7	105640552	105684439	1	42.13	Gm45799
ENSMUSG00000031393	X	74026592	74135363	-1	41.36	Mecp2
ENSMUSG00000101381	X	3955054	3957002	-1	38.89	Btbd35f16
ENSMUSG00000083927	X	78375313	78375758	1	49.33	Gm14749
ENSMUSG00000044705	7	104957114	104962620	-1	34.99	Olfr670
ENSMUSG00000110997	9	45797348	45799060	-1	50.90	2610028D06Rik
ENSMUSG00000023072	7	35397035	35438689	1	47.30	Cep89
ENSMUSG00000085312	7	33653440	33659268	1	40.68	Gm12763
ENSMUSG00000108259	7	3102327	3103844	-1	44.27	Gm6727
ENSMUSG00000084019	X	78390705	78391224	1	54.81	Gm8754
ENSMUSG00000110082	7	12182468	12183245	-1	45.89	Gm19201
ENSMUSG00000094725	X	3959863	3960745	1	47.11	Gm15251
ENSMUSG00000025608	6	31519488	31563981	-1	49.39	Podxl
ENSMUSG00000094079	7	33697270	33697737	1	44.66	Rpl23a-ps12
ENSMUSG00000022175	14	54464137	54471497	1	54.42	Lrp10
ENSMUSG00000085304	4	107126613	107136252	1	49.30	Gm12802
ENSMUSG00000055452	7	3109020	3111963	-1	58.29	Gm7353
ENSMUSG00000033149	16	45746243	45953598	-1	41.06	Phldb2
ENSMUSG00000096733	X	4033924	4034806	1	47.11	Gm15257
ENSMUSG00000114030	12	119067065	119067430	-1	40.71	Gm18921
ENSMUSG00000040488	7	27305136	27337692	-1	52.56	Ltbp4
ENSMUSG00000103924	1	25775757	25780306	-1	37.23	Gm37895
ENSMUSG00000092351	7	12201702	12202356	1	40.31	Vmn1r-ps64
ENSMUSG00000103214	1	25345978	25349082	-1	37.81	Gm38286
ENSMUSG00000087342	11	55482706	55482829	1	41.13	Gm12238
ENSMUSG00000107523	7	3115996	3116478	-1	41.82	Gm44451
ENSMUSG00000018583	11	55469685	55504838	1	44.98	G3bp1
ENSMUSG00000115744	7	12189286	12203313	1	35.32	Vmn1r80
ENSMUSG00000102317	1	25686062	25691501	-1	38.20	Gm37628
ENSMUSG00000029171	5	64092950	64128351	1	43.83	Pgm1
ENSMUSG00000080849	1	25223730	25224173	1	53.15	Gm15702
ENSMUSG00000019762	10	3540240	3554877	1	43.65	Iyd
ENSMUSG00000042605	5	121711337	121816493	1	44.32	Atxn2
ENSMUSG00000102250	1	25672245	25676239	-1	34.67	Gm38260
ENSMUSG00000104100	1	25362564	25365820	-1	40.56	Gm37880
ENSMUSG00000079140	1	83314513	83315300	1	45.81	Gm6374
ENSMUSG00000116957	16	32550211	32553708	1	43.83	
ENSMUSG00000027790	3	72888557	72967863	-1	33.50	Sis
ENSMUSG00000001804	18	20436175	20471821	1	40.54	Dsg4
ENSMUSG00000026163	1	83254139	83408200	-1	39.74	Sphkap
ENSMUSG00000034453	10	84622292	84727178	1	44.22	Polr3b
ENSMUSG00000022353	15	58941234	59082005	-1	48.51	Mtss1
ENSMUSG00000113352	13	28889458	28898676	-1	43.46	Gm34639
ENSMUSG00000026121	1	36548639	36558349	-1	57.48	Sema4c
ENSMUSG00000028820	4	127021324	127037013	1	41.15	Sfpq
ENSMUSG00000078218	X	4037674	4039616	1	38.96	Btbd35f3
ENSMUSG00000026436	1	132007607	132032612	1	45.02	Elk4
ENSMUSG00000001436	10	77032241	77061002	1	52.38	Slc19a1
ENSMUSG00000025963	1	63698819	63730318	-1	42.33	Mdh1b
ENSMUSG00000108044	7	3120113	3120272	-1	40.00	Gm44459
ENSMUSG00000115767	14	54463042	54464742	-1	53.38	Gm10366
ENSMUSG00000085731	10	127663839	127665484	1	56.14	Gm16229
ENSMUSG00000085417	2	102039629	102066725	1	47.52	Gm13919
ENSMUSG00000090355	17	22916878	22932941	-1	35.91	Vmn2r-ps128
ENSMUSG00000081911	7	105690259	105690567	-1	48.54	Mrps36-ps2
ENSMUSG00000087163	10	127671604	127676724	-1	43.72	Gm16230
ENSMUSG00000074092	7	52755465	52755728	1	52.65	Gm6181
ENSMUSG00000082328	2	102174290	102174752	1	57.02	Gm13921
ENSMUSG00000089847	7	105640056	105643637	1	49.16	Timm10b
ENSMUSG00000028294	4	34688559	34730206	-1	42.07	Cfap206
ENSMUSG00000085502	11	70748705	70755151	-1	44.27	Gm12320
ENSMUSG00000104710	3	135904344	136167184	1	39.52	Gm31243
ENSMUSG00000085110	2	102057587	102061430	1	48.41	Gm13920
ENSMUSG00000085978	X	4075022	4075762	-1	43.72	Gm15258
ENSMUSG00000092111	17	22943184	22958814	1	35.83	Vmn2r113
ENSMUSG00000051147	8	67494858	67502584	1	40.03	Nat2
ENSMUSG00000081279	4	3103759	3104592	-1	38.73	Vmn1r-ps2
ENSMUSG00000048058	2	101950203	102186385	-1	46.84	Ldlrad3
ENSMUSG00000109312	7	53995942	53998555	1	36.27	Gm44682
ENSMUSG00000107956	7	3128146	3144992	1	43.83	Speer9-ps1
ENSMUSG00000037922	3	136053363	136326066	-1	38.29	Bank1
ENSMUSG00000041891	18	65980754	66022580	-1	43.13	Lman1
ENSMUSG00000082983	11	70762107	70762379	-1	50.18	Gm12318
ENSMUSG00000103553	1	66821226	66825914	-1	40.03	Gm38218
ENSMUSG00000080299	X	4076625	4077264	-1	45.00	Gm14350
ENSMUSG00000046438	7	33737190	33739312	-1	46.44	Scgb2b24
ENSMUSG00000022678	16	14163275	14192928	1	45.80	Nde1
ENSMUSG00000099647	7	54412158	54412478	-1	48.91	Gm5776
ENSMUSG00000083742	4	3139141	3140057	-1	37.62	Vmn1r-ps3
ENSMUSG00000110755	9	44670453	44672238	-1	51.18	BC049987
ENSMUSG00000045854	4	32800253	32801559	1	51.03	Lyrm2
ENSMUSG00000084955	X	4118240	4119931	1	51.95	Gm14349
ENSMUSG00000043602	11	70764209	70772928	1	46.69	Zfp3
ENSMUSG00000020366	11	49846751	49886421	1	43.13	Mapk9
ENSMUSG00000040699	11	106156256	106160860	-1	58.18	Limd2
ENSMUSG00000081881	X	78405676	78409435	1	42.66	Gm14752
ENSMUSG00000054753	7	3154658	3169203	-1	45.38	AU018091
ENSMUSG00000026435	1	131962967	131982969	1	52.77	Slc45a3
ENSMUSG00000030554	7	67730160	67759742	-1	48.25	Synm
ENSMUSG00000106656	5	44865149	44877138	1	41.68	Gm42750
ENSMUSG00000082865	X	78416198	78417293	1	44.71	Gm14745
ENSMUSG00000013921	7	30291728	30308367	1	52.48	Clip3
ENSMUSG00000109050	7	54604244	54611198	-1	39.31	Gm6290
ENSMUSG00000030869	7	122085403	122101886	-1	44.54	Ndufab1
ENSMUSG00000081118	X	74135133	74136187	-1	45.78	Gm6758
ENSMUSG00000062496	5	44966200	44978805	1	41.81	4930431F12Rik
ENSMUSG00000104374	1	83331298	83332586	-1	41.58	Gm37517
ENSMUSG00000019942	10	69335146	69352938	-1	47.05	Cdk1
ENSMUSG00000111602	9	8644073	8740988	-1	39.68	Gm32014
ENSMUSG00000085497	5	74731516	74734451	-1	47.65	Gm15985
ENSMUSG00000031997	9	8544142	8680741	1	39.32	Trpc6
ENSMUSG00000032714	10	78584503	78591964	-1	53.55	Syde1
ENSMUSG00000097309	10	84618341	84622578	-1	43.94	Gm17249
ENSMUSG00000099995	3	85317519	85332030	1	45.22	1700036G14Rik
ENSMUSG00000109656	7	101351273	101354439	-1	51.53	Gm45548
ENSMUSG00000049950	2	3328949	3332643	-1	44.98	Rpp38
ENSMUSG00000112673	10	59871221	59871682	-1	51.52	Gm7413
ENSMUSG00000102805	3	84496426	85887518	-1	43.34	Gm37240
ENSMUSG00000014771	17	15519208	15527301	-1	42.44	Pdcd2
ENSMUSG00000056457	13	12790816	12800079	-1	35.62	Prl2c3
ENSMUSG00000084088	4	127046383	127046602	1	49.09	Gm12941
ENSMUSG00000110195	7	101421691	101512827	1	51.91	Pde2a
ENSMUSG00000045915	11	68587021	68597966	1	49.74	Ccdc42
ENSMUSG00000084149	4	127056262	127056724	1	49.46	Gm12944
ENSMUSG00000115072	4	3167320	3173006	1	34.29	Vmn1r2
ENSMUSG00000043872	4	127047094	127061152	-1	42.13	Zmym1
ENSMUSG00000112021	10	78591713	78593411	1	50.79	Gm30346
ENSMUSG00000110441	3	85435187	85466128	-1	45.89	Gm45790
ENSMUSG00000100037	1	131962954	132014486	1	48.32	Gm29103
ENSMUSG00000082081	X	4143537	4146415	1	43.04	Gm14358
ENSMUSG00000033383	16	23429133	23433960	1	48.32	Rtp1
ENSMUSG00000072605	14	43010188	43015628	-1	41.63	Gm10376
ENSMUSG00000028086	3	84815268	84979198	1	39.48	Fbxw7
ENSMUSG00000099692	1	22030064	22030615	-1	49.28	Gm5696
ENSMUSG00000030804	7	127886227	127895454	-1	51.44	Gm21974
ENSMUSG00000102348	1	3680155	3681788	1	36.47	Gm10568
ENSMUSG00000101883	Y	52674918	52675613	-1	45.40	Gm21840
ENSMUSG00000039462	10	34389981	34397085	1	43.19	Col10a1
ENSMUSG00000096977	10	18235053	18246019	1	44.59	Gm10827
ENSMUSG00000049728	7	127863047	127876828	-1	49.06	Zfp668
ENSMUSG00000090396	14	43042970	43045946	1	41.69	Gm6536
ENSMUSG00000107325	18	44821769	44825059	1	40.20	Gm43425
ENSMUSG00000050128	2	85885640	85891213	1	36.06	Olfr1023
ENSMUSG00000102022	Y	52717904	52721143	1	40.15	Gm28735
ENSMUSG00000091961	14	43060214	43062467	-1	44.37	Gm3123
ENSMUSG00000110791	10	34293558	34296573	1	35.08	Gm47508
ENSMUSG00000086484	2	33805816	33813591	1	49.11	Nron
ENSMUSG00000111834	2	85898910	85900544	-1	39.20	Gm40020
ENSMUSG00000026782	1	60409619	60481158	1	38.27	Abi2
ENSMUSG00000115466	4	3184348	3185358	-1	38.77	Vmn1r3
ENSMUSG00000039485	10	34297442	34301320	1	49.06	Tspyl4
ENSMUSG00000095048	4	73668354	73672396	1	46.08	Gm11239
